id,name,type,level,description,difficulty,aliases,url,resource_type
l3_compute_l1_norm,计算L1范数,KnowledgePoint,L3,通过组合绝对值和求和操作计算向量的L1范数，如np.abs(u).sum()。,中等,"compute L1 norm,计算曼哈顿范数",,
l3_attach_gradient_memory,为张量分配梯度内存,KnowledgePoint,L3,在自动微分前，通过调用如attach_grad()、requires_grad=True或Variable包装等方式为张量分配存储梯度的内存空间。,基础,"attach gradient,enable gradient tracking",,
l3_record_computation,记录计算过程,KnowledgePoint,L3,将前向计算包裹在特定上下文（如autograd.record()、GradientTape）中，以构建计算图用于后续梯度计算。,基础,"record computation,build computation graph",,
l3_compute_vector_jacobian_sum,非标量输出的梯度求和处理,KnowledgePoint,L3,当输出为向量时，自动微分通常对输出元素求和后再计算梯度，以得到批量样本损失对参数的总偏导数。,中等,"sum over vector output,vector-Jacobian product sum",,
l3_differentiate_through_control_flow,通过Python控制流进行梯度计算,KnowledgePoint,L3,即使函数包含条件、循环等动态控制流，只要输入可微，自动微分系统仍能正确计算最终输出对输入的梯度。,高,"differentiation through control flow,gradient through loops and conditionals",,
l3_matrix_operations_implementation,矩阵运算实现,KnowledgePoint,L3,在线性代数中对矩阵进行加法、乘法、转置等基本操作的具体实现方法。,基础,"implementing matrix operations,basic linear algebra computations",,
l3_using_autograd,使用 autograd 包,KnowledgePoint,L3,在深度学习框架中调用 autograd 工具自动计算梯度的具体步骤和方法。,中等,"applying autograd,gradient computation with autograd",,
l3_data_preprocessing_skills,数据预处理技能,KnowledgePoint,L3,对原始数据进行存储、操作和预处理以适配机器学习模型输入的具体技术流程。,基础,"data preprocessing,data cleaning and transformation",,
res_lecture_optimization_algorithms,oss://edu-test-graphrag-rw/dl/lecture/优化算法.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/优化算法.md,lecture
res_ppt_optimization_algorithms,oss://edu-test-graphrag-rw/dl/ppt/优化算法.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/优化算法.pdf,ppt
res_video_optimization_algorithms,oss://edu-test-graphrag-rw/dl/video/优化算法.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/优化算法.mp4,video
res_lecture_from_fully_connected_to_convolution,oss://edu-test-graphrag-rw/dl/lecture/从全连接层到卷积.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/从全连接层到卷积.md,lecture
res_ppt_from_fully_connected_to_convolution,oss://edu-test-graphrag-rw/dl/ppt/从全连接层到卷积.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/从全连接层到卷积.pdf,ppt
res_video_from_fully_connected_to_convolution,oss://edu-test-graphrag-rw/dl/video/从全连接层到卷积.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/从全连接层到卷积.mp4,video
res_lecture_region_cnn,oss://edu-test-graphrag-rw/dl/lecture/计算机视觉\区域卷积神经网络（R-CNN）系列.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/计算机视觉\区域卷积神经网络（R-CNN）系列.md,lecture
res_ppt_region_cnns,oss://edu-test-graphrag-rw/dl/ppt/区域卷积神经网络（R-CNNs）.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/区域卷积神经网络（R-CNNs）.pdf,ppt
res_video_region_cnns,oss://edu-test-graphrag-rw/dl/video/区域卷积神经网络（R-CNNs）.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/区域卷积神经网络（R-CNNs）.mp4,video
res_lecture_卷积神经网络_le_net,oss://edu-test-graphrag-rw/dl/lecture/卷积神经网络（LeNet）.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/卷积神经网络（LeNet）.md,lecture
res_ppt_卷积神经网络_le_net,oss://edu-test-graphrag-rw/dl/ppt/卷积神经网络（LeNet）.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/卷积神经网络（LeNet）.pdf,ppt
res_code_卷积神经网络_le_net,oss://edu-test-graphrag-rw/dl/code/卷积神经网络（LeNet）.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/卷积神经网络（LeNet）.md,code
res_video_卷积神经网络_le_net,oss://edu-test-graphrag-rw/dl/video/卷积神经网络（LeNet）.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/卷积神经网络（LeNet）.mp4,video
res_lecture_image_convolution,oss://edu-test-graphrag-rw/dl/lecture/图像卷积.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/图像卷积.md,lecture
res_ppt_image_convolution,oss://edu-test-graphrag-rw/dl/ppt/图像卷积.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/图像卷积.pdf,ppt
res_code_image_convolution,oss://edu-test-graphrag-rw/dl/code/图像卷积.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/图像卷积.md,code
res_video_image_convolution,oss://edu-test-graphrag-rw/dl/video/图像卷积.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/图像卷积.mp4,video
res_lecture_padding_and_stride,oss://edu-test-graphrag-rw/dl/lecture/填充和步幅.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/填充和步幅.md,lecture
res_ppt_padding_and_stride,oss://edu-test-graphrag-rw/dl/ppt/填充和步幅.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/填充和步幅.pdf,ppt
res_code_padding_and_stride,oss://edu-test-graphrag-rw/dl/code/填充和步幅.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/填充和步幅.md,code
res_video_padding_and_stride,oss://edu-test-graphrag-rw/dl/video/填充和步幅.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/填充和步幅.mp4,video
res_lecture_multi_input_multi_output_channels,oss://edu-test-graphrag-rw/dl/lecture/多输入多输出通道.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/多输入多输出通道.md,lecture
res_ppt_multi_input_multi_output_channels,oss://edu-test-graphrag-rw/dl/ppt/多输入多输出通道.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/多输入多输出通道.pdf,ppt
res_code_multi_input_multi_output_channels,oss://edu-test-graphrag-rw/dl/code/多输入多输出通道.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/多输入多输出通道.md,code
res_video_multi_input_multi_output_channels,oss://edu-test-graphrag-rw/dl/video/多输入多输出通道.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/多输入多输出通道.mp4,video
res_lecture_汇聚层,oss://edu-test-graphrag-rw/dl/lecture/卷积神经网络\汇聚层.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/卷积神经网络\汇聚层.md,lecture
res_ppt_池化层,oss://edu-test-graphrag-rw/dl/ppt/池化层.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/池化层.pdf,ppt
res_code_池化层,oss://edu-test-graphrag-rw/dl/code/池化层.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/池化层.md,code
res_video_池化层,oss://edu-test-graphrag-rw/dl/video/池化层.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/池化层.mp4,video
res_lecture_multilayer_perceptron,oss://edu-test-graphrag-rw/dl/lecture/多层感知机.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/多层感知机.md,lecture
res_ppt_multilayer_perceptron,oss://edu-test-graphrag-rw/dl/ppt/多层感知机.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/多层感知机.pdf,ppt
res_code_multilayer_perceptron,oss://edu-test-graphrag-rw/dl/code/多层感知机.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/多层感知机.md,code
res_video_multilayer_perceptron,oss://edu-test-graphrag-rw/dl/video/多层感知机.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/多层感知机.mp4,video
res_lecture_多层感知机的从零开始实现,oss://edu-test-graphrag-rw/dl/lecture/多层感知机的从零开始实现.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/多层感知机的从零开始实现.md,lecture
res_code_多层感知机的从零开始实现,oss://edu-test-graphrag-rw/dl/code/多层感知机的从零开始实现.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/多层感知机的从零开始实现.md,code
res_video_多层感知机的从零开始实现,oss://edu-test-graphrag-rw/dl/video/多层感知机的从零开始实现.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/多层感知机的从零开始实现.mp4,video
res_lecture_multilayer_perceptron_concise,oss://edu-test-graphrag-rw/dl/lecture/多层感知机的简洁实现.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/多层感知机的简洁实现.md,lecture
res_code_multilayer_perceptron_concise,oss://edu-test-graphrag-rw/dl/code/多层感知机的简洁实现.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/多层感知机的简洁实现.md,code
res_video_multilayer_perceptron_concise,oss://edu-test-graphrag-rw/dl/video/多层感知机的简洁实现.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/多层感知机的简洁实现.mp4,video
res_lecture_实战_kaggle_比赛_预测房价,oss://edu-test-graphrag-rw/dl/lecture/多层感知机\实战Kaggle比赛：预测房价.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/多层感知机\实战Kaggle比赛：预测房价.md,lecture
res_code_实战_kaggle_比赛_预测房价,oss://edu-test-graphrag-rw/dl/code/实战_Kaggle_比赛：预测房价.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/实战_Kaggle_比赛：预测房价.md,code
res_video_实战_kaggle_比赛_预测房价,oss://edu-test-graphrag-rw/dl/video/实战_Kaggle_比赛：预测房价.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/实战_Kaggle_比赛：预测房价.mp4,video
res_lecture_numerical_stability,oss://edu-test-graphrag-rw/dl/lecture/多层感知机\数值稳定性和模型初始化.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/多层感知机\数值稳定性和模型初始化.md,lecture
res_ppt_numerical_stability,oss://edu-test-graphrag-rw/dl/ppt/数值稳定性.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/数值稳定性.pdf,ppt
res_code_numerical_stability,oss://edu-test-graphrag-rw/dl/code/数值稳定性.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/数值稳定性.md,code
res_video_numerical_stability,oss://edu-test-graphrag-rw/dl/video/数值稳定性.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/数值稳定性.mp4,video
res_lecture_dropout,oss://edu-test-graphrag-rw/dl/lecture/多层感知机\暂退法（Dropout）.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/多层感知机\暂退法（Dropout）.md,lecture
res_ppt_dropout,oss://edu-test-graphrag-rw/dl/ppt/Dropout.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/Dropout.pdf,ppt
res_code_dropout,oss://edu-test-graphrag-rw/dl/code/Dropout.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/Dropout.md,code
res_video_dropout,oss://edu-test-graphrag-rw/dl/video/Dropout.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/Dropout.mp4,video
res_lecture_权重衰减,oss://edu-test-graphrag-rw/dl/lecture/权重衰减.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/权重衰减.md,lecture
res_ppt_权重衰减,oss://edu-test-graphrag-rw/dl/ppt/权重衰减.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/权重衰减.pdf,ppt
res_code_权重衰减,oss://edu-test-graphrag-rw/dl/code/权重衰减.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/权重衰减.md,code
res_video_权重衰减,oss://edu-test-graphrag-rw/dl/video/权重衰减.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/权重衰减.mp4,video
res_lecture_model_selection_underfitting_overfitting,oss://edu-test-graphrag-rw/dl/lecture/多层感知机\模型选择、欠拟合和过拟合.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/多层感知机\模型选择、欠拟合和过拟合.md,lecture
res_ppt_underfitting_overfitting,oss://edu-test-graphrag-rw/dl/ppt/欠拟合和过拟合.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/欠拟合和过拟合.pdf,ppt
res_code_underfitting_overfitting,oss://edu-test-graphrag-rw/dl/code/欠拟合和过拟合.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/欠拟合和过拟合.md,code
res_video_underfitting_overfitting,oss://edu-test-graphrag-rw/dl/video/欠拟合和过拟合.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/欠拟合和过拟合.mp4,video
res_lecture_sequence_model,oss://edu-test-graphrag-rw/dl/lecture/序列模型.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/序列模型.md,lecture
res_ppt_sequence_model,oss://edu-test-graphrag-rw/dl/ppt/序列模型.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/序列模型.pdf,ppt
res_code_sequence_model,oss://edu-test-graphrag-rw/dl/code/序列模型.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/序列模型.md,code
res_video_sequence_model,oss://edu-test-graphrag-rw/dl/video/序列模型.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/序列模型.mp4,video
res_lecture_循环神经网络,oss://edu-test-graphrag-rw/dl/lecture/循环神经网络.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/循环神经网络.md,lecture
res_ppt_循环神经网络,oss://edu-test-graphrag-rw/dl/ppt/循环神经网络.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/循环神经网络.pdf,ppt
res_video_循环神经网络,oss://edu-test-graphrag-rw/dl/video/循环神经网络.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/循环神经网络.mp4,video
res_lecture_rnn_scratch,oss://edu-test-graphrag-rw/dl/lecture/循环神经网络的从零开始实现.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/循环神经网络的从零开始实现.md,lecture
res_code_rnn_scratch,oss://edu-test-graphrag-rw/dl/code/循环神经网络的从零开始实现.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/循环神经网络的从零开始实现.md,code
res_video_rnn_scratch,oss://edu-test-graphrag-rw/dl/video/循环神经网络的从零开始实现.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/循环神经网络的从零开始实现.mp4,video
res_lecture_循环神经网络的简洁实现,oss://edu-test-graphrag-rw/dl/lecture/循环神经网络的简洁实现.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/循环神经网络的简洁实现.md,lecture
res_code_循环神经网络的简洁实现,oss://edu-test-graphrag-rw/dl/code/循环神经网络的简洁实现.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/循环神经网络的简洁实现.md,code
res_video_循环神经网络的简洁实现,oss://edu-test-graphrag-rw/dl/video/循环神经网络的简洁实现.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/循环神经网络的简洁实现.mp4,video
res_lecture_文本预处理,oss://edu-test-graphrag-rw/dl/lecture/文本预处理.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/文本预处理.md,lecture
res_code_文本预处理,oss://edu-test-graphrag-rw/dl/code/文本预处理.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/文本预处理.md,code
res_video_文本预处理,oss://edu-test-graphrag-rw/dl/video/文本预处理.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/文本预处理.mp4,video
res_lecture_语言模型和数据集,oss://edu-test-graphrag-rw/dl/lecture/语言模型和数据集.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/语言模型和数据集.md,lecture
res_ppt_语言模型和数据集,oss://edu-test-graphrag-rw/dl/ppt/语言模型和数据集.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/语言模型和数据集.pdf,ppt
res_code_语言模型和数据集,oss://edu-test-graphrag-rw/dl/code/语言模型和数据集.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/语言模型和数据集.md,code
res_video_语言模型和数据集,oss://edu-test-graphrag-rw/dl/video/语言模型和数据集.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/语言模型和数据集.mp4,video
res_lecture_bahdanau_attention,oss://edu-test-graphrag-rw/dl/lecture/注意力机制\Bahdanau 注意力.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/注意力机制\Bahdanau 注意力.md,lecture
res_ppt_seq2seq_with_attention,oss://edu-test-graphrag-rw/dl/ppt/使用注意力机制的seq2seq.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/使用注意力机制的seq2seq.pdf,ppt
res_code_seq2seq_with_attention,oss://edu-test-graphrag-rw/dl/code/使用注意力机制的seq2seq.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/使用注意力机制的seq2seq.md,code
res_video_seq2seq_with_attention,oss://edu-test-graphrag-rw/dl/video/使用注意力机制的seq2seq.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/使用注意力机制的seq2seq.mp4,video
res_lecture_多头注意力,oss://edu-test-graphrag-rw/dl/lecture/注意力机制\多头注意力.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/注意力机制\多头注意力.md,lecture
res_ppt_transformer,oss://edu-test-graphrag-rw/dl/ppt/Transformer.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/Transformer.pdf,ppt
res_code_transformer,oss://edu-test-graphrag-rw/dl/code/Transformer.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/Transformer.md,code
res_video_transformer,oss://edu-test-graphrag-rw/dl/video/Transformer.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/Transformer.mp4,video
res_lecture_attention_mechanism,oss://edu-test-graphrag-rw/dl/lecture/注意力机制.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/注意力机制.md,lecture
res_ppt_attention_mechanism,oss://edu-test-graphrag-rw/dl/ppt/注意力机制.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/注意力机制.pdf,ppt
res_code_attention_mechanism,oss://edu-test-graphrag-rw/dl/code/注意力机制.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/注意力机制.md,code
res_video_attention_mechanism,oss://edu-test-graphrag-rw/dl/video/注意力机制.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/注意力机制.mp4,video
res_lecture_attention_scoring_functions,oss://edu-test-graphrag-rw/dl/lecture/注意力机制\注意力评分函数.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/注意力机制\注意力评分函数.md,lecture
res_ppt_attention_scores,oss://edu-test-graphrag-rw/dl/ppt/注意力分数.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/注意力分数.pdf,ppt
res_code_attention_scores,oss://edu-test-graphrag-rw/dl/code/注意力分数.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/注意力分数.md,code
res_video_attention_scores,oss://edu-test-graphrag-rw/dl/video/注意力分数.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/注意力分数.mp4,video
res_lecture_self_attention_and_positional_encoding,oss://edu-test-graphrag-rw/dl/lecture/自注意力和位置编码.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/自注意力和位置编码.md,lecture
res_ppt_self_attention_and_positional_encoding,oss://edu-test-graphrag-rw/dl/ppt/自注意力和位置编码.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/自注意力和位置编码.pdf,ppt
res_code_self_attention_and_positional_encoding,oss://edu-test-graphrag-rw/dl/code/自注意力和位置编码.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/自注意力和位置编码.md,code
res_video_self_attention_and_positional_encoding,oss://edu-test-graphrag-rw/dl/video/自注意力和位置编码.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/自注意力和位置编码.mp4,video
res_lecture_parameter_management,oss://edu-test-graphrag-rw/dl/lecture/参数管理.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/参数管理.md,lecture
res_code_parameter_management,oss://edu-test-graphrag-rw/dl/code/参数管理.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/参数管理.md,code
res_video_parameter_management,oss://edu-test-graphrag-rw/dl/video/参数管理.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/参数管理.mp4,video
res_lecture_model_construction,oss://edu-test-graphrag-rw/dl/lecture/深度学习计算\层和块.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/深度学习计算\层和块.md,lecture
res_code_model_construction,oss://edu-test-graphrag-rw/dl/code/模型构造.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/模型构造.md,code
res_video_model_construction,oss://edu-test-graphrag-rw/dl/video/模型构造.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/模型构造.mp4,video
res_lecture_自定义层,oss://edu-test-graphrag-rw/dl/lecture/自定义层.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/自定义层.md,lecture
res_code_自定义层,oss://edu-test-graphrag-rw/dl/code/自定义层.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/自定义层.md,code
res_video_自定义层,oss://edu-test-graphrag-rw/dl/video/自定义层.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/自定义层.mp4,video
res_lecture_read_write_file,oss://edu-test-graphrag-rw/dl/lecture/读写文件.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/读写文件.md,lecture
res_code_read_write_file,oss://edu-test-graphrag-rw/dl/code/读写文件.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/读写文件.md,code
res_video_read_write_file,oss://edu-test-graphrag-rw/dl/video/读写文件.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/读写文件.mp4,video
res_lecture_使用块的网络_vgg,oss://edu-test-graphrag-rw/dl/lecture/使用块的网络（VGG）.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/使用块的网络（VGG）.md,lecture
res_ppt_使用块的网络_vgg,oss://edu-test-graphrag-rw/dl/ppt/使用块的网络（VGG）.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/使用块的网络（VGG）.pdf,ppt
res_code_使用块的网络_vgg,oss://edu-test-graphrag-rw/dl/code/使用块的网络（VGG）.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/使用块的网络（VGG）.md,code
res_video_使用块的网络_vgg,oss://edu-test-graphrag-rw/dl/video/使用块的网络（VGG）.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/使用块的网络（VGG）.mp4,video
res_lecture_googlenet,oss://edu-test-graphrag-rw/dl/lecture/含并行连结的网络（GoogLeNet）.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/含并行连结的网络（GoogLeNet）.md,lecture
res_ppt_googlenet,oss://edu-test-graphrag-rw/dl/ppt/含并行连结的网络（GoogLeNet）.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/含并行连结的网络（GoogLeNet）.pdf,ppt
res_code_googlenet,oss://edu-test-graphrag-rw/dl/code/含并行连结的网络（GoogLeNet）.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/含并行连结的网络（GoogLeNet）.md,code
res_video_googlenet,oss://edu-test-graphrag-rw/dl/video/含并行连结的网络（GoogLeNet）.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/含并行连结的网络（GoogLeNet）.mp4,video
res_lecture_batch_normalization,oss://edu-test-graphrag-rw/dl/lecture/现代卷积神经网络\批量规范化.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/现代卷积神经网络\批量规范化.md,lecture
res_ppt_batch_normalization,oss://edu-test-graphrag-rw/dl/ppt/批量归一化.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/批量归一化.pdf,ppt
res_code_batch_normalization,oss://edu-test-graphrag-rw/dl/code/批量归一化.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/批量归一化.md,code
res_video_batch_normalization,oss://edu-test-graphrag-rw/dl/video/批量归一化.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/批量归一化.mp4,video
res_lecture_残差网络_resnet,oss://edu-test-graphrag-rw/dl/lecture/残差网络（ResNet）.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/残差网络（ResNet）.md,lecture
res_ppt_残差网络_resnet,oss://edu-test-graphrag-rw/dl/ppt/残差网络（ResNet）.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/残差网络（ResNet）.pdf,ppt
res_code_残差网络_resnet,oss://edu-test-graphrag-rw/dl/code/残差网络（ResNet）.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/残差网络（ResNet）.md,code
res_video_残差网络_resnet,oss://edu-test-graphrag-rw/dl/video/残差网络（ResNet）.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/残差网络（ResNet）.mp4,video
res_lecture_深度卷积神经网络_alexnet,oss://edu-test-graphrag-rw/dl/lecture/深度卷积神经网络（AlexNet）.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/深度卷积神经网络（AlexNet）.md,lecture
res_ppt_深度卷积神经网络_alexnet,oss://edu-test-graphrag-rw/dl/ppt/深度卷积神经网络（AlexNet）.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/深度卷积神经网络（AlexNet）.pdf,ppt
res_code_深度卷积神经网络_alexnet,oss://edu-test-graphrag-rw/dl/code/深度卷积神经网络（AlexNet）.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/深度卷积神经网络（AlexNet）.md,code
res_video_深度卷积神经网络_alexnet,oss://edu-test-graphrag-rw/dl/video/深度卷积神经网络（AlexNet）.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/深度卷积神经网络（AlexNet）.mp4,video
res_lecture_网络中的网络_nin,oss://edu-test-graphrag-rw/dl/lecture/网络中的网络（NiN）.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/网络中的网络（NiN）.md,lecture
res_ppt_网络中的网络_nin,oss://edu-test-graphrag-rw/dl/ppt/网络中的网络（NiN）.pdf,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/ppt/网络中的网络（NiN）.pdf,ppt
res_code_网络中的网络_nin,oss://edu-test-graphrag-rw/dl/code/网络中的网络（NiN）.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/code/网络中的网络（NiN）.md,code
res_video_网络中的网络_nin,oss://edu-test-graphrag-rw/dl/video/网络中的网络（NiN）.mp4,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/video/网络中的网络（NiN）.mp4,video
res_lecture_bidirectional_recurrent_neural_network,oss://edu-test-graphrag-rw/dl/lecture/双向循环神经网络.md,Resource,,,0.0,,oss://edu-test-graphrag-rw/dl/lecture/双向循环神经网络.md,lecture
